Date,Open,High,Low,Close,Volume,DeliveryPct,FuturesOI,FII_Flow,DII_Flow,MF_Flow,SIP_Flow,PromoterPct,FiiPct,DiiPct,PublicPct,DividendYield,BonusIssues,StockSplits,Buybacks,PromoterBuying,PromoterSelling,MaxPain,IVRank,IVPercentile,OptionsPCR,BlockDealsVolume,BulkDealsVolume,PromoterPledging,MFHoldingChange,DailyTradedValue,BidAskSpread,MarketDepth,OrderBookImbalance,OpeningGapPct,FirstHourVolumePct,ClosingAuctionStrength,AppDownloadsGrowth,WebTrafficGrowth,SearchTrends,SocialMentions,JobPostingsGrowth,AnalystBuy,AnalystHold,AnalystSell,TargetPriceRevision,EstimateRevision
2025-07-15,8015.199825532427,8210.451986636686,7977.727188552822,8195.66015625,366546,56.6858927983874,999705,63.33058646104534,-15.552494749770757,47.21336280824515,100.00951063784399,54.9,14.196554876989781,13.500786650524775,17.40265847248544,1.4896369669856058,0.0,0.0,0.0,0.0,0.0,8195.0,45.16268923356752,45.09969838722094,1.0012800694077646,6.527861898879626,-24.47844543732826,9.860800755718056,0.06659491306758905,300.40864476328125,0.014576770441266734,1.076739311196378,-16.117779579372336,-2.2019010949344233,26.99816125745965,3.6456830265597953,20.280110396028547,14.202166702674042,8.001730512159325,11.029531949716365,5.032334144175255,25.0,7.0,4.0,3.9861907375364485,0.5468518010174411
2025-07-16,8195.659868956545,8229.188016657727,8070.9154370683245,8187.27783203125,275493,48.43433174362004,960921,-60.98195637670003,48.86496187669804,40.86772514019044,99.93240523238218,54.9,14.193799255956064,13.498265888805836,17.40793485523811,1.4883320820451091,0.0,0.0,0.0,0.0,0.0,8185.0,45.328962000687646,44.987541500970494,0.9443525352948625,0.08494996865756033,5.375083237407576,9.990228069937544,0.05966939989747315,225.5537731779785,0.0146068851152096,1.0749245296145158,-4.344867681975207,-3.505433963812289e-06,32.226722476719445,-5.6928585607789515,20.191942117317467,13.633056501261393,7.728044581245592,11.513180732237009,4.687029353091772,25.0,6.0,4.0,1.6918120164187918,-1.876880395821405
2025-07-17,8163.611199987808,8239.049535048394,8147.833247556835,8214.396484375,249880,59.083391182067004,1028451,-6.268470305382474,60.300677262551226,18.06554276502448,99.84267241179573,54.9,14.190395140916515,13.496583592589738,17.413021266493743,1.4801495803202314,0.0,0.0,0.0,0.0,0.0,8215.0,45.518634665006466,42.25176968162639,1.0559717894839338,49.07181026130495,-10.882231514911982,10.210796295936884,0.03067754810556112,205.2613393515625,0.019162479640053038,1.0064514036618921,-8.550888795623557,-0.28906594510388994,32.922625892541454,-5.418803107660554,19.40217775496399,13.339819904835856,7.744129808410422,13.070188851871062,4.539083386336884,24.0,5.0,3.0,3.2407988675599033,-0.42862624404248023
2025-07-18,8189.74313569276,8248.910455155923,8189.74313569276,8231.6533203125,268313,52.10140129926971,984779,-44.176315061878334,32.422118470943964,15.17120164210992,100.11949445065211,54.9,14.191341582816818,13.497777278521978,17.410881138661196,1.4793940599710473,0.0,0.0,0.0,0.0,0.0,8230.0,45.78100163085062,43.64061295188412,0.9882579683437678,-4.863824646068878,-30.553112016954692,10.33460049107187,0.01923571083622811,220.86595973330077,0.010689928890330453,0.9575716438014901,-4.456116524897115,-0.3001236759040584,26.115360566708883,8.509156606870933,19.32938316462826,13.72065188200725,8.042359609951921,13.21125643896778,4.542810148911538,25.0,5.0,4.0,0.5780263683611268,1.3281141582695137
2025-07-21,8190.729457990164,8332.731028174438,8190.729457990164,8321.390625,253964,48.423790808960106,1031982,-40.74216887319597,-4.720878676292271,16.849715660250496,100.14011184071433,54.9,14.192699606370086,13.49627877798335,17.41102161564656,1.4860219896669176,0.0,0.0,0.0,0.0,0.0,8320.0,45.999950384750505,46.156583361399385,1.1033546398878755,-41.813642750080305,13.962050673146543,10.053464583773003,0.007658495267686159,211.33336486875,0.01133444357911112,0.9564193424229293,-3.633219209368875,-0.49715240341028827,33.58463709371611,-0.5483621036540801,18.533382002330946,13.613855632807493,8.164990158237313,12.329262865329714,4.621229243771472,24.0,6.0,5.0,3.194679914023023,-1.8210944886761198
2025-07-22,8352.453681269779,8352.453681269779,8162.132127493502,8179.88232421875,302466,55.235497388348115,990167,-55.867887268116235,14.441204689118225,6.897310149207636,100.1908262889927,54.9,14.190192277718715,13.49406710516477,17.415740617116512,1.4875654489630816,0.0,0.0,0.0,0.0,0.0,8180.0,45.76029169469733,47.418134547375715,1.0023789947574564,24.4630660273861,-16.390275992642845,9.9330671250462,0.08209037422574444,247.41362870771485,0.011206342302400286,0.9670100663939349,-7.979518645561672,0.37329164883157767,38.73850586300795,-2.236166340377281,19.109705606752243,14.07235183450656,7.8459207086142255,12.906903009510213,4.689620270640713,23.0,7.0,6.0,1.5970592727795474,-1.6268997505400913
2025-07-23,8198.125606266562,8288.35577322072,8175.44479927262,8280.466796875,194644,55.07315001695321,1032797,4.283918149194438,-17.512366366152463,51.66701083020162,99.94998537292318,54.9,14.191579153881149,13.495644845880049,17.412776000238807,1.480429770753329,0.0,0.0,0.0,0.0,0.0,8280.0,45.63688416512343,46.5285623307241,1.031684736037967,2.8424159639753226,-9.403662572926173,9.806414281962523,0.05296554826314441,161.17431792109375,0.030824933181806145,1.1351830831244136,-10.21608438504842,0.2230262163282891,30.45421625127121,8.95897168104367,19.35257764439489,14.114804901285822,7.81581970928214,15.1123940496022,4.18052287704264,23.0,8.0,6.0,2.98617705456277,0.5634239839625343
2025-07-24,8292.792929544936,8317.93904045562,8161.145643012533,8173.47216796875,298692,40.93236144093774,984547,-52.92341099461636,27.474490879630874,14.550589831331404,100.28160613413576,54.9,14.189275037960437,13.495068581666558,17.415656380373008,1.48455474319935,0.0,0.0,0.0,0.0,0.0,8175.0,45.359223964014824,45.81564259730586,0.8527182315676473,33.47163356550929,14.970865500697567,10.207353700121908,0.013016563836769015,244.13507487949218,0.01046977782106049,0.9682470115593231,-17.464497603701787,0.14885794451331621,24.85146276376597,2.566351569720121,19.341843219166808,13.644907215798371,8.082188598669399,15.091815288639168,4.586125183027931,23.0,9.0,7.0,0.37794231849092547,-0.11614823258182239
2025-07-25,8160.1595619442105,8165.090171951428,7932.858440611504,7963.42822265625,554118,44.85773713653506,958499,-53.40813039490074,92.76688020802547,-14.598178474648027,100.1278515458756,54.9,14.189549139211369,13.495597026738087,17.414853834050547,1.4860859444274492,0.0,0.0,0.0,0.0,0.0,7965.0,45.47747701406174,43.43917757653467,0.9785105881376005,-0.2722134912634919,11.555408606183766,10.248620816461044,0.08085699132966442,441.2678919881836,0.020529581162325096,0.9401497583308466,20.7627899263919,-0.16287577361198632,28.19092263926899,-1.274633738868773,19.955934767351017,13.603638833669272,7.986462520841998,15.194973864956673,4.364303792906676,22.0,10.0,8.0,0.9497476338810604,-2.118697230953749
2025-07-28,7963.428178774617,8044.783243445399,7962.935117776612,7977.23388671875,232171,54.18354644954654,970985,77.12637024147583,75.45626243334536,10.242336139040958,100.18576602265054,54.9,14.191257917484199,13.498979687983445,17.40976239453235,1.4844111941985363,0.0,0.0,0.0,0.0,0.0,7975.0,45.30036838718517,45.4100274188916,0.9964710500943287,-29.14139943471811,29.039023938887983,10.074062213521454,-0.05496804985518636,185.2082368713379,0.034334830352509046,1.030583564019432,31.890350429426828,-5.51039477211036e-07,28.161440730800344,4.683709850348587,19.69339245130869,13.258953081144895,8.010842833903707,15.019280445713136,4.3850231307494,22.0,10.0,9.0,0.20575733250549144,-0.24339680683510728
