Date,Open,High,Low,Close,Volume,DeliveryPct,FuturesOI,FII_Flow,DII_Flow,MF_Flow,SIP_Flow,PromoterPct,FiiPct,DiiPct,PublicPct,DividendYield,BonusIssues,StockSplits,Buybacks,PromoterBuying,PromoterSelling,MaxPain,IVRank,IVPercentile,OptionsPCR,BlockDealsVolume,BulkDealsVolume,PromoterPledging,MFHoldingChange,DailyTradedValue,BidAskSpread,MarketDepth,OrderBookImbalance,OpeningGapPct,FirstHourVolumePct,ClosingAuctionStrength,AppDownloadsGrowth,WebTrafficGrowth,SearchTrends,SocialMentions,JobPostingsGrowth,AnalystBuy,AnalystHold,AnalystSell,TargetPriceRevision,EstimateRevision
2025-07-15,1847.3319772870402,1849.1294053710442,1819.8701530235994,1822.266845703125,1313007,41.78366514126206,988441,-43.110489392391756,8.251478151283418,17.06405817028285,99.99928619299165,55.4,25.198956759216667,14.799581457407921,4.601461783375413,1.5050589358677442,0.0,0.0,0.0,0.0,0.0,1820.0,44.707011685959614,43.26678246663856,0.9233408147770956,-3.8761329673660203,-15.207188018147022,9.995831172817933,0.048496138774456105,239.2649124276123,0.018427045108772872,1.063238923458584,-4.249469689951633,1.3754918300257937,32.94763777802529,5.423225375392809,20.866473725990613,15.637048291325492,8.159812554448825,13.516462447628212,5.11778162663167,24.0,9.0,3.0,-1.8888581237827369,-0.9376597447775441
2025-07-16,1831.3541763425287,1837.3458470507321,1819.0712026303709,1826.560791015625,652826,49.20404612936975,988789,-23.80995213792973,18.151760137286402,-10.596541877715602,100.17478462810968,55.4,25.198766048078845,14.798171274480703,4.603062677440448,1.5063664911609056,0.0,0.0,0.0,0.0,0.0,1825.0,45.0194091053817,43.64050478461722,1.0034511468271554,11.523313345019872,-5.0971403899480165,10.495860248349226,-0.02180485867050797,119.24263749555664,0.015435604367119389,1.1007021650876792,13.405252280647167,0.49868276212298396,31.978565573022237,-1.6229593964400264,20.614379048635932,15.47841790920176,8.110779305934159,13.567455259371712,5.121824646416174,25.0,8.0,3.0,2.218797918029076,-1.7672515755109686
2025-07-17,1826.4609431211131,1826.4609431211131,1793.8063867201306,1800.29736328125,886192,51.331119814755105,993690,5.553283474475645,36.33257282224267,-2.64046184891286,100.02093455056507,55.4,25.197918160708277,14.799525251975567,4.602556587316158,1.5081487773167714,0.0,0.0,0.0,0.0,0.0,1800.0,44.84672796690398,42.82583493698149,0.9711155851750846,3.701905721845869,-2.0270031511574835,10.326552987314935,0.00020022657379869732,159.54091209609376,0.03871481886464588,0.8634713315843051,-7.665452479650631,-0.005466442453106045,27.716375770058555,-11.238821746599779,20.688709190397645,16.06095596868206,8.17641623745163,13.768580006560882,5.012447440644008,26.0,9.0,2.0,1.6917704898515693,-1.1202473767881733
2025-07-18,1796.50261904432,1800.2973926253221,1751.6649250726596,1785.9173583984375,1600088,45.49386493050711,989866,-7.394548234086148,10.244421160850344,9.559427257280872,100.26245084322234,55.4,25.192954977005027,14.800393856861069,4.606651166133915,1.5039963873811597,0.0,0.0,0.0,0.0,0.0,1785.0,44.94062634670969,49.36115551902872,1.0007290092561383,-1.8658159848398892,42.04848098591897,10.212110511005006,0.05547659478445929,285.7624934165039,0.010163287383618824,1.1246013366628103,0.7678440917816444,-0.21078430232290296,27.675753067677437,1.0008545665546213,20.183465778443843,15.583630196522222,8.536044598874026,14.710482382077362,4.847369161247183,26.0,10.0,3.0,1.452770252976196,2.196990426502642
2025-07-21,1792.2085839520128,1804.8910272019864,1778.5276507832536,1802.1947021484375,481174,50.25334384006709,992543,3.2893159341221114,-13.10361393211817,28.31408135565405,99.99384265721574,55.4,25.194007315634728,14.802327698865277,4.603664985499989,1.5035580336634085,0.0,0.0,0.0,0.0,0.0,1800.0,44.96534711055497,45.57153780988152,0.9181240896575606,121.16529367871253,-19.23197641049599,10.40625270059179,0.03464284343790297,86.71692336115723,0.014357566609810333,1.0999253180235715,12.179593056581089,0.35226857077065765,34.47561736953678,-3.21296614368678,19.30600778336429,16.04800451338294,8.31843900418972,13.420214376288387,4.7469401578225865,25.0,10.0,4.0,1.7995954057276178,0.5272722487720658
2025-07-22,1788.6135937002168,1812.7800727128454,1788.6135937002168,1806.48876953125,578221,52.08337526019327,1001838,-65.18952953070449,-56.954315202129465,31.66244981412754,100.23519820671692,55.4,25.19324765881628,14.804330098030567,4.602422243153157,1.5115633875025296,0.0,0.0,0.0,0.0,0.0,1805.0,45.191982028925004,47.99281307694218,0.9661959080633433,53.95500555339645,-5.211894932303194,9.960531614229554,0.011790330350328594,104.45497428071289,0.013341317349459751,0.9680447639496079,10.24360024650008,-0.7535871918850013,23.87570450807993,1.336201448135264,19.24315742049359,16.424184516591176,7.982779511799635,13.097363584922459,4.779746040344452,26.0,10.0,3.0,1.5462000467299646,-0.8726386337698033
2025-07-23,1806.4887312135172,1815.9755432348154,1789.512330754352,1806.988037109375,555690,54.882065638681425,995309,147.80200924293285,57.31124427513784,4.146389551443656,100.14072825689625,55.4,25.19531938828279,14.800634370618896,4.604046241098317,1.5115381695124397,0.0,0.0,0.0,0.0,0.0,1805.0,45.29140211022813,45.443763317368564,0.9780841383926859,19.29753117829822,17.687634950226684,9.810382365619194,-0.02083577344868282,100.41251823413086,0.032748294815758465,0.9614575940015376,-5.093442259536841,-2.1211165789622393e-06,29.880744229636722,10.19055934863525,19.205129208569318,17.081138024641618,8.411462058220838,11.72716724645775,4.792843193975335,26.0,9.0,3.0,1.9088237706437985,1.1280168252156233
2025-07-24,1805.4901417808312,1819.9700129400248,1776.2307671608773,1791.110107421875,928018,44.36881717058947,1010185,-18.802891388882514,-12.628556846797483,19.426762277452497,100.16756668048828,55.4,25.19470235451518,14.802441366301645,4.602856279183172,1.5122954487894662,0.0,0.0,0.0,0.0,0.0,1790.0,45.16424125031761,46.131990262558936,0.9476448909343471,-14.86459022177332,1.1614064396580375,10.03386212736594,0.04408813551711002,166.21824196694337,0.026429891596046945,0.8855539920241534,-19.171818693783855,-0.08289459021211688,34.454510372968116,-4.8678554858405345,19.51002148404879,17.272755046490012,8.275582027433932,12.744499125555762,4.569164385125042,26.0,10.0,4.0,3.768325375734441,0.1521986444966365
2025-07-25,1811.4817915612573,1844.4359807131434,1808.3861193847358,1829.556640625,1821229,44.94009263338941,1016765,23.14290176427711,80.60773190549628,32.84713631414937,100.14530911665305,55.4,25.19391479141538,14.804246341474228,4.601838867110388,1.508871671271984,0.0,0.0,0.0,0.0,0.0,1830.0,45.09311710863957,40.84899478790043,0.9941030131465919,-6.441420481308109,-0.8435552166374456,10.135439264252959,0.07915714697618122,333.2041611048828,0.016186839745074896,0.9572161480210769,4.882121853637498,1.1373775433999036,32.37493617284856,-9.0532877261551,19.307685230972453,16.12346022487415,8.239333290529084,13.564381622172384,4.3579664549317005,25.0,10.0,3.0,2.1258548008852913,-0.524388670479752
2025-07-28,1829.456833879357,1855.4207409103958,1816.4748803638374,1847.93115234375,1182404,53.24128947513473,994084,30.403623943630933,-59.9150998149628,23.2170831482731,100.07839261045626,55.4,25.19625401806753,14.806011281140515,4.5977347007919604,1.5173734870701532,0.0,0.0,0.0,0.0,0.0,1850.0,45.25586602316925,45.048006393906476,1.0216617852106076,-83.22772069720361,8.015998975499834,10.021154898339036,-0.008767051494546596,218.50011862558594,0.024196194017769977,0.9401849617412801,-9.322594833130019,-0.005455242184190647,33.6938511879125,3.992492086020538,19.49904034395933,16.185646828937127,8.616472929193103,12.27440363324323,4.075017951642822,24.0,11.0,4.0,0.2893731852263123,0.5079728515570858
